City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
274,Araouane,ML,18.9048,-3.5265,87.91,12,0,5.26,clear sky
275,Ostersund,SE,63.1792,14.6357,48.65,57,40,6.91,scattered clouds
276,Ahipara,NZ,-35.1667,173.1667,63.14,62,100,10.78,overcast clouds
277,Valley,US,45.1277,-116.1262,48.81,41,66,8.95,broken clouds
278,Nyurba,RU,63.2842,118.3319,55.99,56,77,3.44,broken clouds
279,Ocos,GT,14.5094,-92.1933,87.98,72,81,8.88,broken clouds
280,Awbari,LY,26.5921,12.7805,79.16,12,77,12.37,broken clouds
281,Padang,ID,-0.9492,100.3543,76.35,84,86,3.83,overcast clouds
282,Poyarkovo,RU,49.6,128.6833,60.17,61,100,10.83,overcast clouds
283,Katsuura,JP,35.1333,140.3,67.95,83,31,2.68,scattered clouds
284,Siderno,IT,38.2779,16.302,71.33,59,10,9.33,clear sky
285,Coihaique,CL,-45.5752,-72.0662,37.35,81,75,9.22,broken clouds
286,Kropotkin,RU,45.4375,40.5756,54.82,97,98,9.15,overcast clouds
287,Pedernales,DO,18.0384,-71.744,81.28,70,82,4.54,broken clouds
288,Belaguntha,IN,19.8833,84.65,83.23,70,63,2.59,broken clouds
289,Nokaneng,BW,-19.6667,22.2667,49.15,49,0,6.42,clear sky
290,Toamasina,MG,-18.1667,49.3833,69.8,94,40,4.61,scattered clouds
291,Pemba,MZ,-12.974,40.5178,79.5,83,20,2.3,few clouds
292,Durban,ZA,-29.8579,31.0292,65.32,82,100,5.99,overcast clouds
293,Ponta Do Sol,PT,32.6667,-17.1,68.63,69,11,3.47,few clouds
294,Angoche,MZ,-16.2325,39.9086,74.52,85,0,3.89,clear sky
295,Zheleznodorozhnyy,RU,55.7503,38.0042,39.42,77,35,4.74,scattered clouds
296,Snyder,US,32.7179,-100.9176,75.31,27,40,8.05,scattered clouds
297,Beringovskiy,RU,63.05,179.3167,42.13,73,98,10.74,overcast clouds
298,Cidreira,BR,-30.1811,-50.2056,59.34,76,99,5.21,overcast clouds
299,Conde,BR,-7.2597,-34.9075,76.46,94,75,8.05,broken clouds
300,Sao Filipe,CV,14.8961,-24.4956,71.89,78,6,6.13,clear sky
301,Kabalo,CD,-6.05,26.9167,72.12,71,92,1.83,overcast clouds
302,Turangi,NZ,-39.0,175.9333,53.55,57,13,0.96,few clouds
303,South Bend,US,41.6834,-86.25,59.4,45,0,16.11,clear sky
304,Sola,VU,-13.8833,167.55,81.48,73,24,2.75,few clouds
305,Mosquera,CO,4.7059,-74.2302,66.29,68,40,8.05,scattered clouds
306,Provideniya,RU,64.3833,-173.3,51.91,58,0,18.01,clear sky
307,Loa Janan,ID,-0.583,117.095,74.43,98,95,1.34,overcast clouds
308,Gladstone,AU,-23.85,151.25,67.93,73,100,8.05,moderate rain
309,Veshenskaya,RU,49.6303,41.7334,49.82,91,83,10.6,broken clouds
310,Fallon,US,39.4735,-118.7774,76.91,12,40,4.61,scattered clouds
311,Canazas,PA,8.3167,-81.2167,78.51,89,100,2.62,overcast clouds
312,Shenjiamen,CN,29.9576,122.298,65.39,89,100,5.88,moderate rain
313,Kapit,MY,2.0167,112.9333,73.81,90,81,1.07,broken clouds
314,Cankuzo,BI,-3.1333,30.5833,60.17,89,95,3.53,overcast clouds
315,Fukue,JP,32.6881,128.8419,69.21,74,100,6.82,overcast clouds
316,Darhan,MN,49.4867,105.9228,62.13,39,54,1.48,broken clouds
317,Port-Cartier,CA,50.0334,-66.8654,52.75,89,98,8.86,heavy intensity rain
318,Pochutla,MX,15.7432,-96.4661,88.83,52,0,8.99,clear sky
319,Kidal,ML,18.4411,1.4078,86.14,30,30,12.97,scattered clouds
320,Nabire,ID,-3.3667,135.4833,79.25,82,90,2.39,overcast clouds
321,Tlacolula,MX,16.9542,-96.4792,85.96,18,26,15.5,scattered clouds
322,Sao Luis De Montes Belos,BR,-16.525,-50.3722,61.7,37,0,2.1,clear sky
323,Kandrian,PG,-6.2167,149.55,83.03,74,23,3.42,light rain
324,Paraiso,CR,9.8383,-83.8656,72.46,97,100,2.08,overcast clouds
325,Valinhos,BR,-22.9706,-46.9958,64.17,48,0,5.75,clear sky
326,Talara,PE,-4.5772,-81.2719,66.09,89,8,19.64,clear sky
327,Atherton,GB,53.5237,-2.4935,58.75,81,89,1.99,overcast clouds
328,Luorong,CN,24.4058,109.6086,66.45,97,100,4.27,moderate rain
329,Lahijan,IR,37.2061,50.0029,62.38,59,47,2.75,scattered clouds
330,Kalabo,ZM,-14.97,22.6814,52.23,31,15,6.64,few clouds
331,Kopervik,NO,59.2835,5.3067,56.32,71,75,17.27,broken clouds
